Date,oil Price,Usd,Kospi,gold,open,high,low,close,volume,value
2021-01-17,,,,,40070000,40722000,38102000,39536000,9785.4699515,3.85E+11
2021-01-18,53.92,1104.26,3079.9,1828.8,39536000,40999000,38699000,40008000,8374.5352455,3.34E+11
2021-01-19,54.85,1104.18,3013.05,1830.6,40008000,41251000,39580000,39586000,9913.189479,3.99E+11
2021-01-20,55.75,1102.44,3115.04,1839.9,39580000,39998000,37579000,39253000,10290.528136,4.00E+11
2021-01-21,55.14,1097.35,3123.27,1871,39253000,39329000,33867000,34519000,18816.546021,6.84E+11
2021-01-22,54.69,1099.97,3163.83,1870.1,34525000,37342000,31662000,36345000,21883.004238,7.56E+11
2021-01-23,,,,,36345000,37018000,34678000,35493000,8710.0285984,3.12E+11
2021-01-24,,,,,35494000,36283000,34250000,35539000,7625.8764673,2.71E+11
2021-01-25,54.85,1105.54,3144.01,1855.3,35539000,38388000,35394000,36054000,14596.355195,5.40E+11
2021-01-26,54.87,1102.69,3203.96,1854.9,36054000,36594000,34808000,35923000,8489.5831769,3.03E+11
2021-01-27,55.31,1102.01,3143.46,1849.7,35929000,36026000,33235000,34300000,9356.7716132,3.24E+11
2021-01-28,54.36,1108.42,3114.98,1847.2,34293000,37186000,33726000,36624000,9452.4855005,3.35E+11
2021-01-29,54.41,1113.24,3078.73,1845.6,36631000,41072000,35514000,37523000,33565.738008,1.30E+12
2021-01-30,,,,,37523000,38201000,36230000,37087000,12481.606637,4.65E+11
2021-01-31,,,,,37039000,37633000,35800000,36408000,11396.064469,4.19E+11
2021-02-01,55.14,1118.43,2976.81,1865,36408000,38161000,35907000,36618000,13783.136363,5.08E+11
2021-02-02,56.82,1117.44,3065.56,1863.6,36618000,38300000,36323000,37910000,9650.4422048,3.60E+11
2021-02-03,57.74,1115.51,3108.42,1838.5,37910000,39371000,37909000,39357000,9775.5000219,3.78E+11
2021-02-04,58.26,1113.58,3135.02,1834.5,39345000,41426000,38059000,39810000,14561.234628,5.80E+11
2021-02-05,58.94,1120.11,3098.49,1794.3,39809000,40770000,39492000,40424000,7783.0979381,3.12E+11
2021-02-06,,,,,40421000,43622000,40345000,41725000,12812.764618,5.42E+11
2021-02-07,,,,,41725000,42630000,40501000,41921000,8432.559742,3.52E+11
2021-02-08,59.59,1117.76,3113.63,1818.1,41921000,49583000,41562000,49070000,25472.074056,1.16E+12
2021-02-09,60.3,1117.31,3102.25,1832.4,49070000,51200000,48350000,48779000,18283.675381,9.06E+11
2021-02-10,60.47,1111.01,3088.13,1838.3,48788000,49781000,47350000,48550000,11588.864998,5.65E+11
2021-02-11,60.55,1106.48,,1844.3,48550000,51800000,48074000,51370000,12305.592677,6.15E+11
2021-02-12,60.79,1103.12,,1825.4,51370000,52280000,50237000,50836000,8911.898307,4.58E+11
2021-02-13,,,,,50836000,51757000,50258000,50626000,7055.1234547,3.59E+11
2021-02-14,,,,,50625000,53380000,50403000,52706000,11364.084019,5.94E+11
2021-02-15,62.61,1104.37,3108.7,1826,52711000,53086000,50313000,52532000,8789.3069306,4.56E+11
2021-02-16,62.49,1102.31,3151.85,1826,52518000,55500000,51773000,54760000,11825.604882,6.39E+11
2021-02-17,63.06,1107.58,3162.95,1793.1,54760000,58120000,54431000,57484000,11559.327771,6.52E+11
2021-02-18,63.44,1106.5,3131.74,1776,57458000,58426000,56405000,57852000,9072.4455604,5.23E+11
2021-02-19,61.32,1107.08,3089.96,1774.6,57852000,63680000,57038000,63649000,12496.050483,7.47E+11
2021-02-20,,,,,63649000,65985000,62399000,64251000,16375.105523,1.05E+12
2021-02-21,,,,,64260000,65846000,63381000,65417000,9000.1898944,5.84E+11
2021-02-22,62.01,1106.02,3114.03,1782,65416000,65488000,56562000,61744000,28418.514825,1.74E+12
2021-02-23,63.73,1112.58,3069.26,1809.3,61688000,61760000,50900000,55105000,36042.688609,1.98E+12
2021-02-24,64,1110.22,3070.58,1805,55106000,58150000,52875000,56500000,19006.411125,1.07E+12
2021-02-25,65.42,1107.54,3026.47,1804.9,56501000,58890000,53800000,54168000,15921.350587,9.04E+11
2021-02-26,64.37,1119.47,3089.49,1770.9,54128000,55226000,51809000,53804000,13302.34743,7.15E+11
2021-02-27,,,,,53835000,55579000,52780000,53494000,7402.6284482,4.02E+11
2021-02-28,,,,,53494000,54098000,49755000,51798000,11516.37107,5.95E+11
2021-03-01,64.21,1124.89,,1732.8,51798000,56992000,51560000,56426000,11303.176724,6.12E+11
2021-03-02,61.94,1113.53,3021.68,1722.8,56438000,57405000,54657000,56000000,9266.678217,5.18E+11
2021-03-03,62.12,1125.29,3041.2,1736.5,56007000,59640000,55662000,57933000,10755.945731,6.21E+11
2021-03-04,64.23,1127.05,3076.88,1708.4,57933000,59159000,55600000,56426000,11821.025439,6.76E+11
2021-03-05,67.03,1131.03,3036.16,1695.3,56410000,57225000,54500000,56654000,8355.3473193,4.64E+11
2021-03-06,,,,,56636000,57000000,54754000,56225000,5608.84389,3.14E+11
2021-03-07,,,,,56225000,58722000,56218000,58155000,7153.684319,4.12E+11
2021-03-08,68.17,1128.85,3031.99,1701.6,58155000,59837000,57187000,59821000,8033.0762869,4.69E+11
2021-03-09,66.38,1141.83,2989.96,1679.3,59800000,62950000,59335000,62949000,9564.0880154,5.89E+11
2021-03-10,65.6,1135.91,2980.76,1714.5,62950000,65500000,60870000,64350000,11752.570166,7.45E+11
2021-03-11,67.39,1136.91,2964.3,1725,64354000,66800000,62946000,66208000,10294.735352,6.66E+11
2021-03-12,68.14,1130.85,3030.73,1720.5,66208000,66999000,64700000,66607000,9023.997362,5.94E+11
2021-03-13,,,,,66607000,71000000,65416000,70615000,11160.192236,7.62E+11
2021-03-14,,,,,70615000,71450000,68570000,68587000,7208.3192803,5.05E+11
2021-03-15,68.18,1136.5,3057.06,1726.5,68587000,70155000,63500000,64487000,18721.859158,1.24E+12
2021-03-16,66.89,1132.85,3049.23,1730.7,64490000,66020000,62000000,66020000,13522.708472,8.65E+11
2021-03-17,66.76,1129.93,3067.76,1730,66020000,68800000,62500000,68494000,14319.548683,9.32E+11
2021-03-18,64.79,1121.91,3054.93,1744,68494000,70204000,66846000,67139000,11432.455177,7.80E+11
2021-03-19,62.47,1128.25,3063.01,1733.7,67139000,69746000,65567000,67974000,8681.1569173,5.90E+11
2021-03-20,,,,,67911000,69980000,67700000,67849000,8023.6083711,5.53E+11
2021-03-21,,,,,67849000,68715000,65451000,67120000,8097.4288779,5.42E+11
2021-03-22,63.22,1129.47,3040.01,1745.6,67064000,68380000,64345000,64725000,8366.4105515,5.59E+11
2021-03-23,62.27,1126.49,3038.25,1738.5,64728000,66279000,63000000,65458000,9961.0405963,6.47E+11
2021-03-24,61.61,1133.4,2996.32,1725.9,65458000,68370000,64500000,64777000,11366.404524,7.55E+11
2021-03-25,61.63,1135.4,2995.67,1733.2,64777000,65305000,62500000,63328000,10463.207815,6.69E+11
2021-03-26,62.56,1135.24,3012.79,1725.5,63334000,65723000,63265000,65675000,8081.6698713,5.21E+11
2021-03-27,,,,,65660000,67304000,65111000,66591000,5963.9246348,3.93E+11
2021-03-28,,,,,66648000,67500000,66238000,67133000,4650.4250397,3.11E+11
2021-03-29,62.86,1128.95,3047.71,1731.5,67133000,69435000,66500000,68701000,8060.7838284,5.49E+11
2021-03-30,63.37,1132.56,3038.44,1713,68693000,70979000,68500000,70800000,7699.7079627,5.39E+11
2021-03-31,63.07,1133.54,3073.39,1685.9,70800000,72000000,69194000,71513000,9836.8756884,6.97E+11
2021-04-01,61.75,1127.96,3073.77,1709,71480000,73325000,71032000,72749000,9170.3819584,6.63E+11
2021-04-02,,1128.86,3104.72,,72749000,74400000,71841000,73855000,8712.2940818,6.41E+11
2021-04-03,,,,,73934000,75703000,71783000,72187000,9274.3181093,6.89E+11
2021-04-04,,,,,72187000,74240000,71570000,73974000,6583.4382034,4.82E+11
2021-04-05,61.68,1129.69,3121.23,1730,73908000,78780000,73890000,78770000,13425.681678,1.02E+12
2021-04-06,61.31,1125.04,3123.8,1729.2,78770000,79500000,76210000,77944000,10824.672057,8.44E+11
2021-04-07,60.67,1119.29,3129.07,1744.4,77919000,79422000,68500000,72850000,19134.036573,1.42E+12
2021-04-08,61.2,1119.2,3137.25,1738.6,72850000,75325000,70432000,75316000,9100.7875364,6.64E+11
2021-04-09,61.12,1116.75,3146.51,1756.5,75315000,76435000,73369000,76066000,9146.0702822,6.88E+11
2021-04-10,,,,,76072000,79600000,75643000,78530000,9218.1625921,7.22E+11
2021-04-11,,,,,78531000,79389000,76500000,78743000,7344.8526832,5.75E+11
2021-04-12,61.44,1121.77,3134.88,1744.5,78835000,79006000,77500000,78178000,6311.0149476,4.94E+11
2021-04-13,61.85,1125.23,3138.21,1732.2,78178000,81987000,78000000,80736000,11167.525344,8.96E+11
2021-04-14,63.39,1121.55,3169.95,1746.4,80736000,81994000,79500000,80401000,10657.918343,8.64E+11
2021-04-15,64.48,1116.26,3180.73,1736.6,80401000,80798000,78576000,79670000,7368.1385661,5.85E+11
2021-04-16,65.21,1116.85,3194.08,1764.8,79670000,81200000,77530000,79351000,10053.309524,7.97E+11
2021-04-17,,,,,79322000,79950000,77500000,77905000,6395.626229,5.02E+11
2021-04-18,,,,,77909000,78365000,70924000,75643000,16046.04766,1.19E+12
2021-04-19,65.1,1117.05,3201.11,1778.8,75692000,76829000,70780000,71456000,11873.870508,8.72E+11
2021-04-20,65.36,1115.51,3198.31,1770.5,71448000,72077000,66001000,70402000,15744.735761,1.09E+12
2021-04-21,64.02,1117.45,3214.24,1779.1,70400000,71490000,67601000,68198000,8571.5343384,5.95E+11
2021-04-22,63.06,1116.7,3174.52,1794.5,68193000,69000000,59111000,59962000,20651.790276,1.33E+12
2021-04-23,63.63,1120.18,3173.47,1784,59950000,61900000,54964000,60900000,21936.275268,1.27E+12
2021-04-24,,,,,60901000,62519000,58500000,60853000,9176.4481074,5.50E+11
2021-04-25,,,,,60853000,62050000,57327000,59859000,8791.2871227,5.30E+11
2021-04-26,63.22,1115.85,3191.34,1776.1,59850000,64300000,59075000,64198000,10198.120241,6.39E+11
2021-04-27,63.91,1110.44,3218.3,1781.1,64198000,65000000,63375000,64767000,8003.3559453,5.14E+11
2021-04-28,64.53,1113.43,3217.21,1776.4,64759000,65899000,62608000,64100000,8304.3772175,5.31E+11
2021-04-29,65.71,1110.06,3184.75,1781.9,64060000,64900000,63000000,63814000,9270.4747327,5.91E+11
2021-04-30,65.42,1107.81,3176.43,1772.4,63816000,68540000,63500000,67939000,18322.279813,1.20E+12
2021-05-01,,,,,67956000,69386000,67557000,69049000,9860.6075216,6.78E+11
2021-05-02,,,,,69041000,69297000,66803000,68452000,7970.0590398,5.44E+11
2021-05-03,65.09,1117.76,3149.05,1768.1,68452000,70999000,68281000,69996000,9426.0984522,6.59E+11
2021-05-04,66.67,1120.5,3131.39,1793.2,69996000,70490000,66500000,66829000,12631.584901,8.69E+11
2021-05-05,68.2,1125.94,,1778.4,66828000,70007000,66500000,68679000,11726.634212,8.04E+11
2021-05-06,67.49,1125.02,3147.72,1787,68700000,70853000,67899000,68767000,13078.419968,9.04E+11
2021-05-07,66.57,1120.45,3179.63,1815.4,68760000,69729000,66900000,68563000,12047.681553,8.20E+11
2021-05-08,,,,,68564000,71879000,67610000,71740000,12558.430629,8.81E+11
2021-05-09,,,,,71728000,73129000,70147000,71505000,11786.596492,8.44E+11
2021-05-10,67.1,1112.97,3201.46,1835.4,71506000,72460000,70175000,70902000,13096.222376,9.37E+11
2021-05-11,66.39,1116.83,3239.92,1836.2,70902000,71750000,67597000,69741000,11913.283202,8.27E+11
2021-05-12,67.46,1119.67,3209.36,1838.2,69714000,70499000,60854000,62257000,22173.21879,1.51E+12
2021-05-13,66.78,1132.92,3146.97,1816.2,62380000,65472000,60200000,63069000,22547.535754,1.42E+12
2021-05-14,66.16,1126.89,3131.35,1826.4,63080000,63656000,61001000,61797000,13221.575038,8.22E+11
2021-05-15,,,,,61795000,62118000,57900000,58807000,17508.207164,1.06E+12
2021-05-16,,,,,58814000,60721000,55500000,57649000,16552.6433,9.67E+11
2021-05-17,67.52,1126.52,3163.21,1845.9,57655000,58000000,51381000,54057000,27456.422107,1.49E+12
2021-05-18,68.39,1136.91,3135.38,1867.3,54057000,56366000,53001000,53419000,15075.121572,8.24E+11
2021-05-19,65.95,1127.07,,1870.2,53404000,53992000,42595000,50379000,40112.861111,2.00E+12
2021-05-20,65.29,1131.35,3174.53,1869.9,50477000,53070000,48328000,51320000,21350.816637,1.09E+12
2021-05-21,64.18,1127.99,3171.91,1878.1,51318000,52726000,45701000,49112000,22198.613792,1.10E+12
2021-05-22,,,,,49080000,49260000,43957000,47460000,16597.850631,7.76E+11
2021-05-23,,,,,47444000,48592000,39331000,42585000,27384.564127,1.18E+12
2021-05-24,66.93,1127.86,3155.91,1883.5,42585000,47452000,41253000,46963000,22353.309492,9.98E+11
2021-05-25,67.41,1123.6,3152.93,1881.2,46932000,49113000,45197000,47047000,15379.795809,7.20E+11
2021-05-26,67.47,1122.54,3171.91,1900,47067000,49081000,46265000,47325000,11383.217564,5.43E+11
2021-05-27,67.32,1116.79,3170.84,1896.8,47324000,48120000,45423000,46563000,10358.12373,4.85E+11
2021-05-28,68.2,1118.72,3172.09,1899.8,46568000,47069000,43009000,43723000,14678.133632,6.54E+11
2021-05-29,,,,,43723000,44812000,41405000,42688000,10628.412675,4.55E+11
2021-05-30,,,,,42688000,43827000,40580000,43177000,9194.8079171,3.90E+11
2021-05-31,68.53,1113.83,3192.06,1906.8,43177000,44235000,41304000,43761000,10111.06622,4.34E+11
2021-06-01,69.03,1108.08,3207.12,1906.8,43761000,44550000,42515000,43200000,9081.1549285,3.95E+11
2021-06-02,69.39,1108.49,3224.4,1903,43207000,44341000,42550000,43732000,7405.7606422,3.22E+11
2021-06-03,69.91,1111.1,3224.96,1910.5,43744000,45692000,43439000,45431000,8776.6695321,3.93E+11
2021-06-04,70.23,1116.64,3246.17,1872.7,45429000,45500000,42210000,42938000,9703.7095702,4.24E+11
2021-06-05,,,,,42938000,43766000,41468000,41943000,6891.3987414,2.94E+11
2021-06-06,,,,,41942000,42455000,41445000,41780000,4781.2314431,2.01E+11
2021-06-07,70.15,1110.68,3244.59,1894.3,41780000,42458000,38916000,39064000,8580.1780534,3.51E+11
2021-06-08,69.83,1110.8,3251.83,1901.6,39065000,39642000,36364000,38494000,12529.113605,4.77E+11
2021-06-09,71.21,1117.72,3245.08,1894.4,38495000,43610000,37200000,43278000,17850.79539,7.25E+11
2021-06-10,70.9,1117.03,3216.94,1891.4,43282000,44620000,41810000,42836000,16175.75408,6.98E+11
2021-06-11,71.31,1112.56,3226.98,1901.9,42836000,43805000,42060000,43698000,16348.375339,7.04E+11
2021-06-12,,,,,43698000,44088000,40640000,41430000,15751.478787,6.59E+11
2021-06-13,,,,,41430000,45116000,40543000,44746000,12435.485491,5.31E+11
2021-06-14,71.99,1116.55,3249.6,1879.6,44746000,47401000,44400000,46501000,18922.82337,8.68E+11
2021-06-15,72.05,1117.33,3253.17,1867.8,46511000,47500000,45483000,46389000,10580.659976,4.90E+11
2021-06-16,73.16,1118.09,3259.06,1861,46409000,46543000,44887000,45295000,10781.543232,4.92E+11
2021-06-17,72.29,1132.84,3276.2,1812.3,45306000,46048000,44390000,44854000,10707.19704,4.86E+11
2021-06-18,71.56,1134.47,3265.68,1773.9,44823000,44945000,42191000,42599000,15162.184462,6.63E+11
2021-06-19,,,,,42588000,43000000,41364000,42088000,9403.8035464,3.97E+11
2021-06-20,,,,,42088000,42443000,39785000,41842000,13184.495902,5.43E+11
2021-06-21,72.45,1135.24,3264.18,1764.3,41843000,42048000,36802000,37393000,23102.561338,9.01E+11
2021-06-22,73.13,1131.57,3245.79,1783.2,37397000,39068000,33900000,37784000,29986.869584,1.10E+12
2021-06-23,74.01,1133.73,3265.73,1779.1,37784000,40099000,36726000,39077000,17696.395168,6.90E+11
2021-06-24,74.09,1136.03,3281.47,1778.2,39077000,40705000,37770000,40098000,11788.00643,4.60E+11
2021-06-25,74.19,1131.87,3289.18,1775.7,40100000,40956000,36901000,37152000,14567.876361,5.66E+11
2021-06-26,,,,,37152000,37999000,35522000,37629000,13300.236454,4.88E+11
2021-06-27,,,,,37617000,40000000,37253000,39985000,12422.20135,4.77E+11
2021-06-28,73.84,1127.34,3305.46,1782,39985000,40570000,39188000,39959000,12722.915503,5.07E+11
2021-06-29,73.34,1130.21,3305.26,1778.8,39971000,42180000,39810000,41528000,13195.494368,5.40E+11
2021-06-30,73.6,1131.8,3288.63,1761.9,41528000,41833000,40010000,40674000,9199.1746891,3.74E+11
2021-07-01,74.87,1130.63,3297.92,1770.8,40663000,40683000,38668000,39320000,9130.3251205,3.60E+11
2021-07-02,75.21,1134.51,3282.81,1777.5,39320000,39834000,38288000,39442000,6427.3691551,2.50E+11
2021-07-03,,,,,39440000,40578000,38951000,40299000,4933.229554,1.97E+11
2021-07-04,,,,,40299000,41643000,40088000,40948000,4981.5235317,2.04E+11
2021-07-05,75.71,1130.77,3285.29,1787.5,40915000,40948000,38957000,39506000,8680.7231648,3.46E+11
2021-07-06,75.94,1130.59,3295.44,1790.7,39509000,40650000,39340000,39814000,6292.9039327,2.51E+11
2021-07-07,73.58,1136.93,3303.59,1797,39814000,40727000,39637000,39743000,5761.28682,2.32E+11
2021-07-08,71.97,1141.65,3287.68,1803.8,39743000,39953000,38200000,39082000,8178.5266718,3.18E+11
2021-07-09,74.18,1146.81,3245.52,1803.2,39069000,40070000,38123000,39820000,6163.102735,2.41E+11
2021-07-10,,,,,39801000,40302000,39124000,39626000,4161.7191964,1.66E+11
2021-07-11,,,,,39633000,40580000,39250000,40194000,3892.5033616,1.55E+11
2021-07-12,74.33,1145.31,3227.51,1808.5,40194000,40570000,38850000,39193000,5361.0776722,2.13E+11
2021-07-13,75.13,1147.18,3253.24,1806.7,39177000,39363000,38297000,38713000,4602.4495773,1.79E+11
2021-07-14,75.29,1150.11,3270.09,1808.3,38741000,38975000,37600000,38592000,6508.6767817,2.50E+11
2021-07-15,73.15,1144.36,3269.33,1828.7,38590000,39045000,37088000,37606000,7363.6070814,2.80E+11
2021-07-16,72.84,1141.77,3282.89,1830.7,37606000,38053000,36750000,37199000,5695.8739129,2.13E+11
2021-07-17,,,,,37199000,37800000,36824000,37205000,3533.68516,1.32E+11
2021-07-18,,,,,37205000,38172000,37000000,37663000,3688.5091411,1.38E+11
2021-07-19,70.54,1142.5,3258.87,1811.6,37663000,37704000,36500000,36799000,4208.4879567,1.56E+11
2021-07-20,70.5,1151.92,3223.24,1813.5,36799000,36937000,34820000,35305000,6998.9849558,2.48E+11
2021-07-21,69.93,1148.46,3251.13,1810.6,35339000,38374000,35000000,38013000,6880.9368727,2.54E+11
2021-07-22,72.09,1149.48,3235.17,1803.9,38012000,38470000,37428000,37925000,4209.6029109,1.60E+11
2021-07-23,73.03,1150.86,3253.44,1807.7,37922000,39113000,37790000,39108000,4624.0322913,1.77E+11
2021-07-24,,,,,39113000,40240000,38919000,40112000,4969.1179414,1.96E+11
2021-07-25,,,,,40076000,41110000,39547000,41070000,4748.4254608,1.91E+11
2021-07-26,72.68,1152.12,3265.99,1802.3,41054000,46800000,40864000,43001000,18124.954521,8.03E+11
2021-07-27,73.62,1152.71,3244.43,1797.1,43021000,45506000,42050000,45409000,10710.880945,4.67E+11
2021-07-28,73.57,1154.44,3226.06,1798.6,45447000,47494000,45000000,46350000,11869.72272,5.48E+11
2021-07-29,74.42,1150.44,3248.49,1811.5,46350000,46996000,45529000,45907000,5904.8642401,2.72E+11
2021-07-30,74.98,1143.3,3234.37,1832.5,45936000,48661000,44450000,48555000,9277.5694553,4.26E+11
2021-07-31,,,,,48570000,48768000,47650000,47979000,5158.4416744,2.49E+11
2021-08-01,,,,,47979000,49471000,46003000,46274000,6806.085564,3.26E+11
2021-08-02,73.89,1151.9,3218.42,1817,46263000,46788000,45150000,45451000,7121.3254271,3.27E+11
2021-08-03,72.71,1150.35,3221.57,1816.8,45451000,46150000,44440000,44969000,7445.8245771,3.36E+11
2021-08-04,71.83,1148.63,3246.65,1813.7,44950000,46038000,44000000,45718000,6481.9446845,2.91E+11
2021-08-05,70.34,1144.94,3283.25,1814.9,45718000,47650000,43841000,47139000,10399.679179,4.73E+11
2021-08-06,71.3,1142.94,3277.06,1806.7,47099000,49898000,46250000,49349000,9456.9684863,4.54E+11
2021-08-07,,,,,49342000,51300000,49000000,50956000,10988.793837,5.51E+11
2021-08-08,,,,,50956000,51731000,50110000,50799000,8950.6814325,4.56E+11
2021-08-09,70.66,1145.93,3258.1,1765,50790000,53077000,49585000,52846000,10539.781659,5.45E+11
2021-08-10,70.13,1147.07,3272.44,1732,52862000,53491000,51800000,52339000,9910.23811,5.21E+11
2021-08-11,70.52,1152.9,3235.36,1730.4,52335000,53500000,52219000,52590000,10943.968458,5.79E+11
2021-08-12,71.32,1154.16,3213.58,1752.9,52585000,53395000,51391000,52079000,13202.592674,6.92E+11
2021-08-13,70.9,1163.16,3205.75,1754.4,52078000,55313000,51767000,55146000,11542.236002,6.19E+11
2021-08-14,,,,,55145000,55742000,53573000,54812000,10406.462316,5.71E+11
2021-08-15,,,,,54817000,55166000,53349000,54636000,8686.5472806,4.71E+11
2021-08-16,69.65,1162.37,,1780.7,54638000,55704000,53700000,53863000,8599.2924394,4.70E+11
2021-08-17,69.4,1165.45,3169.74,1789.1,53863000,54649000,52500000,52660000,9398.2591967,5.05E+11
2021-08-18,69.32,1177.44,3141.98,1787.8,52674000,53874000,51938000,52812000,14256.336729,7.58E+11
2021-08-19,66.08,1170.28,3140.01,1789.5,52815000,55050000,52002000,55017000,13997.117227,7.44E+11
2021-08-20,66.13,1176.46,3111.1,1782.8,55030000,57910000,54824000,57683000,12560.503656,7.02E+11
2021-08-21,,,,,57690000,58280000,56557000,57553000,9176.9026549,5.27E+11
2021-08-22,,,,,57576000,58000000,56611000,57681000,7327.1797741,4.21E+11
2021-08-23,67.33,1175.24,3086.81,1781.2,57714000,58726000,57374000,57627000,10945.243699,6.37E+11
2021-08-24,69.71,1169.06,3119.7,1807.6,57627000,57905000,55800000,56134000,16813.028095,9.61E+11
2021-08-25,70.59,1164.02,3148.13,1805.1,56168000,57325000,55100000,57100000,11188.10657,6.29E+11
2021-08-26,70.75,1164.05,3151.3,1793,57088000,57497000,54504000,55225000,9477.1037248,5.28E+11
2021-08-27,71.48,1170.71,3116.29,1795.2,55255000,57600000,54616000,57401000,8324.3319679,4.66E+11
2021-08-28,,,,,57400000,57885000,56704000,57428000,5552.2627486,3.19E+11
2021-08-29,,,,,57428000,58000000,56500000,57272000,11623.618673,6.65E+11
2021-08-30,71.88,1162.33,3160.87,1821.6,57272000,57479000,55555000,55800000,14613.333391,8.28E+11
2021-08-31,71.43,1166.07,3144.49,1812.2,55800000,56333000,55022000,55230000,11075.546983,6.17E+11
2021-09-01,71.25,1158.95,3195.67,1816.7,55228000,56900000,54538000,56455000,9099.4800583,5.05E+11
2021-09-02,71.63,1156.08,3198.03,1816.2,56445000,58369000,56232000,57155000,8965.1936609,5.16E+11
2021-09-03,72.56,1158.23,3189.71,1811.5,57155000,59110000,56500000,57783000,11527.486335,6.68E+11
2021-09-04,,,,,57717000,58500000,57184000,57827000,7242.3557906,4.19E+11
2021-09-05,,,,,57836000,59650000,57217000,59212000,7573.3722919,4.39E+11
2021-09-06,71.29,1155.75,3196.3,1833.5,59212000,61056000,58810000,60839000,7151.927075,4.27E+11
2021-09-07,71.34,1157.33,3200.07,1824,60839000,61113000,55000000,56672000,19856.738414,1.16E+12
2021-09-08,71.17,1162.16,3178.74,1796.1,56668000,57250000,53154000,55580000,12683.329872,7.02E+11
2021-09-09,71.82,1167.14,3146.64,1790.9,55576000,56567000,54701000,55900000,7540.9805284,4.19E+11
2021-09-10,71.98,1169.81,3121.09,1796.2,55879000,56850000,54701000,55031000,10524.626073,5.87E+11
2021-09-11,,,,,55031000,55400000,54316000,54800000,4246.7897401,2.34E+11
2021-09-12,,,,,54800000,55580000,54316000,55078000,4456.2475134,2.45E+11
2021-09-13,72.77,1170.38,3117.35,1789.8,55078000,56663000,53600000,54274000,7678.9987217,4.20E+11
2021-09-14,73.29,1173.44,3137.32,1794.8,54340000,56857000,54120000,56564000,5994.8806252,3.34E+11
2021-09-15,73.78,1172.41,3147.21,1806.6,56564000,57600000,56011000,57207000,5204.4835461,2.96E+11
2021-09-16,74.17,1166.39,3165.38,1795.5,57178000,57500000,56446000,57277000,5358.4040011,3.06E+11
2021-09-17,74.14,1175.36,3127.75,1754.6,57277000,57836000,56942000,57642000,6908.8111837,3.97E+11
2021-09-18,,,,,57642000,58980000,57574000,58597000,4935.4060857,2.88E+11
2021-09-19,,,,,58597000,58805000,57466000,57976000,4821.3843762,2.80E+11
2021-09-20,73.47,1181.56,,1754.2,58030000,58142000,53496000,53801000,10951.541247,6.08E+11
2021-09-21,73.68,1187.39,,1765.5,53801000,54400000,50211000,50699000,11491.19131,6.03E+11
2021-09-22,74.46,1184.41,,1775,50699000,54153000,50059000,53856000,8922.1576594,4.67E+11
2021-09-23,75.44,1181.99,3123.64,1769.2,53853000,54656000,52571000,54410000,7737.6993345,4.15E+11
2021-09-24,76.21,1174.83,3140.73,1743.7,54405000,54534000,50900000,52176000,11468.264849,6.03E+11
2021-09-25,,,,,52176000,52452000,51056000,52326000,4371.9298537,2.27E+11
2021-09-26,,,,,52326000,53607000,50803000,52798000,5945.4090208,3.11E+11
2021-09-27,77.73,1179.95,3121.7,1751.8,52798000,53800000,51747000,51834000,4963.3180838,2.63E+11
2021-09-28,78.37,1177.09,3133.4,1750,51831000,52103000,50222000,50309000,6216.1548612,3.19E+11
2021-09-29,77.13,1188.04,3055.5,1734,50309000,51799000,49924000,50800000,5199.8520123,2.65E+11
2021-09-30,77.72,1187.93,3054.87,1726,50800000,53673000,50731000,53523000,6716.7803456,3.54E+11
2021-10-01,76.36,1184.78,3056.21,1757.2,53523000,58582000,53070000,58348000,9344.9078754,5.27E+11
2021-10-02,,,,,58348000,58999000,57660000,58228000,4852.9685804,2.83E+11
2021-10-03,,,,,58238000,59390000,57250000,58567000,4489.3957895,2.62E+11
2021-10-04,78.26,1179.9,,1762.6,58466000,60331000,57346000,60020000,6699.9887687,3.92E+11
2021-10-05,80.44,1184.45,2998.17,1770.8,60020000,62500000,59547000,61666000,9846.1563643,5.96E+11
2021-10-06,80.63,1186.69,2986.06,1760.5,61666000,67636000,61113000,67000000,13462.737688,8.65E+11
2021-10-07,78.58,1190.74,2936.87,1763.8,66998000,67290000,65265000,65500000,8828.3345355,5.84E+11
2021-10-08,81.54,1191.33,2977.82,1757,65501000,68200000,65151000,65951000,8405.272394,5.59E+11
2021-10-09,,,,,65951000,67731000,65659000,67057000,5042.2522179,3.38E+11
2021-10-10,,,,,67057000,69023000,66350000,67801000,5559.8144229,3.76E+11
2021-10-11,82.53,1196.54,,1757.4,67801000,71600000,67547000,70921000,9404.7482449,6.57E+11
2021-10-12,82.37,1195.75,2950.22,1753.6,70954000,71368000,67558000,69164000,8980.8215205,6.29E+11
2021-10-13,81.79,1197.92,2913.34,1760.4,69188000,70700000,66865000,69857000,8568.7270166,5.88E+11
2021-10-14,82.5,1186.87,2968.87,1793.6,69857000,71470000,69400000,69783000,6362.5710958,4.47E+11
2021-10-15,83.54,1182.23,3012.62,1797.3,69784000,76721000,69420000,75688000,15661.249264,1.15E+12
2021-10-16,,,,,75688000,76370000,73950000,74806000,7825.0005115,5.89E+11
2021-10-17,,,,,74806000,76200000,74008000,75933000,5403.9485367,4.05E+11
2021-10-18,84.04,1182.49,3017.48,1767.5,75933000,77276000,74193000,76546000,8312.7378188,6.33E+11
