Date,oil Price,Usd,Kospi,gold,open,high,low,close,volume,value
2019-08-27,58.98,1212.74,1928.98,1537.3,12415000,12444000,12088000,12208000,3899.2901881,47689175980
2019-08-28,60.16,1212.74,1929.96,1551.8,12208000,12319000,11684000,11787000,6489.416561,77931868159
2019-08-29,60.24,1213.29,1943.55,1549.4,11787000,11788000,11380000,11525000,6298.0643968,72684959819
2019-08-30,60.11,1209.12,1951.66,1536.9,11525000,11768000,11384000,11632000,4350.76365,50382918699
2019-08-31,,,,,11643000,11718000,11500000,11612000,2750.6538998,31962253333
2019-09-01,,,,,11612000,11860000,11544000,11768000,2564.5240977,29924188378
2019-09-02,58.76,1209.77,1961.19,1535.2,11768000,12545000,11726000,12435000,6302.8311204,76234083270
2019-09-03,57.81,1214.67,1966.5,1531.9,12435000,12959000,12310000,12703000,9806.4533623,1.24E+11
2019-09-04,58.97,1211.54,1962.43,1556,12722000,12900000,12438000,12641000,6669.2758397,84250038678
2019-09-05,60.58,1204.64,1993.62,1561.4,12636000,12752000,12533000,12644000,3920.5719526,49529989107
2019-09-06,60.75,1198.03,2016.11,1525.6,12644000,13014000,12306000,12341000,8927.3406044,1.13E+11
2019-09-07,,,,,12340000,12588000,12335000,12473000,3300.4431883,41093245851
2019-09-08,,,,,12475000,12579000,12271000,12370000,2998.7571912,37241378038
2019-09-09,62,1192.62,2013.38,1516.4,12370000,12480000,12010000,12278000,5421.6921039,66431799125
2019-09-10,62.74,1192.93,2024.79,1507,12270000,12330000,11962000,12078000,3132.1763219,38089901706
2019-09-11,62.08,1191.51,2043.72,1493.9,12073000,12255000,11858000,12162000,3747.8251209,45147419832
2019-09-12,60.51,1190.68,,1504.9,12163000,12466000,12038000,12427000,3436.8421234,42070122634
2019-09-13,60.02,1182.44,,1506.5,12418000,12444000,12137000,12306000,2443.5129213,30017708367
2019-09-14,,,,,12306000,12330000,12147000,12253000,2424.3909315,29727338744
2019-09-15,,,,,12258000,12290000,12150000,12169000,2032.3146418,24787619670
2019-09-16,66.43,1181.65,2056.26,1513.1,12176000,12251000,11953000,12133000,3908.91952,47334758373
2019-09-17,67.88,1185.02,2058.72,1506.5,12133000,12136000,12001000,12061000,4203.178847,50717638290
2019-09-18,64.57,1187.62,2064.42,1509.7,12060000,12154000,12010000,12050000,3927.0798215,47420990226
2019-09-19,64.39,1191.78,2070.53,1502,12049000,12250000,11556000,12180000,6904.491687,81918464278
2019-09-20,65.3,1195.35,2080.86,1506.8,12175000,12222000,12002000,12074000,3081.2862346,37229747926
2019-09-21,,,,,12074000,12080000,11808000,11891000,2493.5651635,29757655305
2019-09-22,,,,,11891000,11980000,11733000,11936000,3173.2609638,37670180392
2019-09-23,64.51,1194.14,2087.7,1521.5,11943000,11960000,11490000,11545000,4597.2325934,53889241967
2019-09-24,63.93,1195.04,2090.19,1529.8,11545000,11668000,9800000,10194000,12189.271831,1.31E+11
2019-09-25,62.35,1195.53,2093.47,1539.8,10221000,10587000,9811000,10143000,9974.2004558,1.01E+11
2019-09-26,62.31,1199.82,2082.66,1510.9,10146000,10200000,9375000,9700000,10322.364709,1.01E+11
2019-09-27,62.51,1200.46,2066.96,1511.8,9700000,9914000,9431000,9833000,5463.7747005,52692807794
2019-09-28,,,,,9833000,9972000,9633000,9874000,3868.1481765,37895262102
2019-09-29,,,,,9875000,9907000,9543000,9670000,2898.3884175,28100774511
2019-09-30,61.09,1202.9,2045.77,1501.7,9672000,9984000,9268000,9945000,8157.1769733,78406425958
2019-10-01,59.68,1199.09,2062.44,1478,9945000,10234000,9797000,9987000,6643.7867542,66732354859
2019-10-02,58.75,1203.37,2058.23,1485.4,9987000,10092000,9812000,10077000,3695.0991658,36734263346
2019-10-03,57.99,1205.37,,1505.6,10089000,10130000,9786000,9937000,3518.317583,34948711658
2019-10-04,58.62,1201.89,2028.4,1511.6,9932000,9942000,9663000,9755000,3338.1677359,32654323538
2019-10-05,,,,,9755000,9791000,9570000,9720000,2297.8551725,22255428096
2019-10-06,,,,,9720000,9754000,9370000,9443000,3160.7568731,30163362303
2019-10-07,59.12,1192.3,2031.53,1518.6,9441000,9893000,9295000,9749000,6586.4226191,63216416819
2019-10-08,58.56,1197.33,2029.37,1498.7,9748000,9928000,9661000,9728000,3877.7787801,37891242406
2019-10-09,58.68,1200.02,,1510.9,9729000,10300000,9670000,10182000,5787.8182771,58031436649
2019-10-10,58.74,1198.5,2030.13,1510.8,10182000,10305000,10020000,10167000,4579.4512359,46481165730
2019-10-11,60.97,1190.46,2048.08,1498.3,10167000,10443000,9803000,9814000,6349.2868538,63700438586
2019-10-12,,,,,9813000,9978000,9805000,9867000,1870.881977,18505374391
2019-10-13,,,,,9879000,9997000,9723000,9807000,2289.9994465,22649118203
2019-10-14,59.95,1182.5,2068.13,1492,9804000,9907000,9735000,9871000,2561.9667596,25139803400
2019-10-15,59.62,1184.7,2064.78,1497.7,9870000,9944000,9675000,9719000,2837.930581,27815987750
2019-10-16,59.28,1184.88,2080.92,1484.8,9715000,9733000,9441000,9525000,3148.0244844,30204786517
2019-10-17,59.54,1186.51,2081.76,1494.2,9525000,9649000,9460000,9563000,2313.8417289,22073646951
2019-10-18,60.06,1179.07,2082.23,1495.6,9563000,9626000,9350000,9434000,2708.5521542,25556298239
2019-10-19,,,,,9428000,9560000,9360000,9437000,1841.4538905,17404523434
2019-10-20,,,,,9446000,9814000,9373000,9710000,2624.4598566,25077308419
2019-10-21,59.5,1179.22,2067.97,1495.6,9698000,9801000,9610000,9663000,2955.2178412,28666803819
2019-10-22,59.78,1172.49,2076.29,1487.5,9663000,9774000,9451000,9470000,2690.5030671,25948459059
2019-10-23,60.42,1173.07,2086.81,1491.1,9469000,9525000,8689000,8826000,7029.0622319,63440499259
2019-10-24,61.63,1170.67,2089.85,1495.1,8826000,8872000,8630000,8743000,3195.9933273,27981734689
2019-10-25,62.16,1175.21,2091.16,1506.4,8743000,10128000,8706000,10063000,9376.1260205,89080424732
2019-10-26,,,,,10063000,11899000,10015000,10730000,24630.117736,2.69E+11
2019-10-27,,,,,10727000,11275000,10551000,10975000,13557.940117,1.49E+11
2019-10-28,61.65,1171.5,2096.67,1507.4,10975000,11377000,10719000,10736000,7680.1569276,84515204724
2019-10-29,61.44,1168.62,2103.92,1494.3,10731000,11056000,10630000,10894000,5143.4978632,55967079374
2019-10-30,61.24,1167.55,2093.51,1490.5,10903000,10915000,10501000,10682000,4599.596552,49189378638
2019-10-31,60.52,1165.41,2089.22,1498.8,10682000,10990000,10488000,10692000,5113.4819838,54875677153
2019-11-01,60.19,1170.24,2084.79,1515.1,10698000,10857000,10604000,10805000,3200.0266445,34271914390
2019-11-02,,,,,10805000,10970000,10754000,10851000,2544.9821819,27596836698
2019-11-03,,,,,10851000,10943000,10660000,10765000,2156.9890218,23265123468
2019-11-04,62,1164.8,2111.32,1516.4,10765000,10996000,10645000,10846000,3242.3658178,34979608607
2019-11-05,62.57,1163.02,2133.66,1511.6,10846000,10918000,10674000,10752000,3398.668628,36670695777
2019-11-06,62.39,1156.82,2142.69,1484.3,10752000,10842000,10711000,10751000,2355.0112536,25350992809
2019-11-07,62.32,1161.6,2141.05,1492.1,10752000,10795000,10546000,10668000,2897.7428801,30913317792
2019-11-08,61.98,1155.31,2154.18,1469,10668000,10724000,10103000,10212000,4766.4318357,49511704409
2019-11-09,,,,,10213000,10319000,10172000,10248000,1786.8569421,18321019288
2019-11-10,,,,,10248000,10589000,10160000,10496000,2837.9708176,29429356440
2019-11-11,62.26,1158.7,2139.07,1460,10496000,10511000,10069000,10168000,3782.3211847,38742001326
2019-11-12,62.82,1165.46,2131.26,1455.9,10168000,10320000,10000000,10257000,3027.2885319,30792065012
2019-11-13,62.48,1166.53,2132.48,1456.5,10259000,10287000,10143000,10211000,1876.9807093,19145546177
2019-11-14,63,1171.48,2127.54,1464,10212000,10232000,10039000,10075000,2156.615692,21801449664
2019-11-15,63.12,1169.08,2137.96,1471.9,10075000,10212000,9860000,9914000,4147.2747897,41477801451
2019-11-16,,,,,9909000,9992000,9880000,9926000,1761.1646507,17474462137
2019-11-17,,,,,9934000,10056000,9820000,9924000,1815.9642946,18060048971
2019-11-18,63.44,1163.7,2161.89,1467.8,9924000,9934000,9531000,9580000,3352.4211973,32792043311
2019-11-19,62.51,1167.23,2151.04,1471.9,9580000,9615000,9361000,9503000,3631.799952,34452111122
2019-11-20,62.22,1168.35,2140.06,1472.7,9509000,9553000,9410000,9486000,2431.5636425,23058987144
2019-11-21,63.68,1170.82,2123.65,1475.1,9486000,9525000,8901000,9024000,6010.8066897,55308644720
2019-11-22,64.56,1176.74,2098.89,1464.3,9024000,9123000,8202000,8651000,10814.244856,93391117686
2019-11-23,,,,,8661000,8712000,8405000,8670000,3952.2624986,33850080659
2019-11-24,,,,,8675000,8693000,8164000,8218000,4506.8705233,37940617156
2019-11-25,64.21,1180.75,2117.14,1461,8217000,8633000,7683000,8338000,13648.460062,1.11E+11
2019-11-26,63.92,1173.9,2129.27,1455.1,8338000,8627000,8240000,8410000,5867.6887666,49374020763
2019-11-27,64.4,1173.32,2134.47,1461.1,8413000,8900000,8041000,8702000,9265.7522313,78036777971
2019-11-28,63.94,1176.98,2116.93,1461.2,8700000,8903000,8615000,8674000,4045.7239098,35384894253
2019-11-29,63.83,1178.82,2125.53,1461.2,8672000,9200000,8658000,9037000,4210.8005,37638406443
2019-11-30,,,,,9035000,9106000,8726000,8838000,2495.7879325,22305240923
2019-12-01,,,,,8838000,8840000,8480000,8630000,3023.698278,26066009347
2019-12-02,62.5,1181.42,2097.55,1470.3,8630000,8705000,8415000,8585000,1837.4392583,15714767986
2019-12-03,62.57,1185.78,2075.02,1468,8590000,8700000,8520000,8607000,1641.815953,14144230521
2019-12-04,63.39,1189.77,2070.84,1483.2,8607000,8996000,8432000,8515000,5171.3810155,44778200123
2019-12-05,64.81,1191.35,2078.31,1480,8515000,8810000,8480000,8685000,3969.7922967,34354288790
2019-12-06,65.24,1188.92,2072.44,1481,8685000,8852000,8614000,8813000,3039.1731376,26463749587
2019-12-07,,,,,8815000,8897000,8776000,8784000,1910.6958108,16856577567
2019-12-08,,,,,8784000,8857000,8670000,8807000,2000.9214028,17561562888
2019-12-09,65.57,1186.01,2091.94,1464.1,8807000,8891000,8640000,8679000,3125.5619114,27444900234
2019-12-10,65.66,1190.54,2081.22,1466.3,8679000,8749000,8480000,8537000,2949.1721283,25451639641
2019-12-11,65.38,1190.49,2098.28,1468.5,8539000,8592000,8419000,8490000,1897.0147566,16156817416
2019-12-12,65.81,1189.61,2120.13,1479.2,8490000,8566000,8360000,8437000,2457.0704786,20772768614
2019-12-13,66.76,1172.89,2164.63,1470.8,8438000,8577000,8430000,8490000,2163.0213094,18349093540
2019-12-14,,,,,8490000,8520000,8200000,8277000,2408.920971,20194039088
2019-12-15,,,,,8277000,8440000,8190000,8319000,1911.202342,15864899581
2019-12-16,67.22,1176.8,2168.05,1480,8319000,8347000,8017000,8050000,2333.0453621,19139495161
2019-12-17,67.48,1168.48,2179.4,1480.6,8058000,8108000,7700000,7742000,4587.863775,36267738375
2019-12-18,67.77,1164.15,2194.92,1480.4,7741000,8668000,7546000,8466000,7394.8624782,58866546300
2019-12-19,67.93,1166.71,2199.42,1479.4,8466000,8590000,8210000,8328000,4444.3391559,37094382370
2019-12-20,68,1163.27,2205.57,1482.7,8329000,8395000,8241000,8338000,2315.6801026,19260477837
2019-12-21,,,,,8342000,8342000,8260000,8295000,952.39697702,7904936683.1
2019-12-22,,,,,8295000,8696000,8277000,8689000,2717.8458866,23008097682
2019-12-23,67.58,1159.39,2208.22,1482.4,8688000,8890000,8456000,8520000,5451.7473576,47475904169
2019-12-24,67.99,1164.04,2206.23,1489.8,8520000,8630000,8354000,8470000,3635.4009319,30918612124
2019-12-25,,1163.52,,,8460000,8471000,8317000,8370000,1857.2270921,15603911383
2019-12-26,68.48,1160.76,2192.22,1503.9,8370000,8595000,8317000,8371000,2740.2112794,23015609826
2019-12-27,69.07,1162.33,2183.7,1516.5,8367000,8424000,8195000,8385000,2402.0647055,20006753452
2019-12-28,,,,,8385000,8479000,8376000,8432000,1725.5127045,14554673139
2019-12-29,,,,,8428000,8639000,8388000,8486000,2486.0161054,21095568480
2019-12-30,68.89,1160.7,2202.62,1515.9,8486000,8496000,8331000,8341000,2355.803615,19849732356
2019-12-31,67.96,1157.97,,1517.7,8343000,8439000,8260000,8312000,1846.5409191,15395058519
2020-01-01,,1155.07,,,8308000,8387000,8287000,8300000,1030.4581468,8582255396
2020-01-02,67.12,1155.02,2201.21,1521,8300000,8310000,8026000,8037000,2054.039566,16790797168
2020-01-03,69.38,1157.94,2192.58,1531.7,8038000,8525000,7910000,8474000,5887.008808,49021606426
2020-01-04,,,,,8476000,8520000,8382000,8482000,1987.2668813,16789801499
2020-01-05,,,,,8483000,8645000,8436000,8454000,2807.832172,24039161184
2020-01-06,70.87,1165.89,2154.97,1562.7,8451000,8890000,8446000,8866000,5340.1404159,46379071124
2020-01-07,69.6,1167.54,2166.6,1567.4,8866000,9444000,8865000,9398000,8896.1919469,80878156553
2020-01-08,69.58,1168.3,2156.27,1578.8,9386000,9736000,9030000,9085000,13024.514953,1.23E+11
2020-01-09,67.24,1162.49,2182.2,1557.7,9084000,9142000,8900000,8941000,5174.2389108,46561753849
2020-01-10,67.02,1159.73,2189.48,1553.4,8940000,9250000,8750000,9233000,6980.8289736,62925329692
2020-01-11,,,,,9218000,9350000,9047000,9060000,4233.9926212,38861047625
2020-01-12,,,,,9066000,9250000,9014000,9213000,2412.7489893,22101988619
2020-01-13,66.07,1158.92,2204.49,1563,9218000,9227000,9101000,9172000,1991.0931041,18249005012
2020-01-14,65.63,1154.95,2243.06,1548.6,9179000,9859000,9162000,9716000,11554.39037,1.10E+11
2020-01-15,65.32,1158.2,2229.8,1546.8,9716000,9917000,9498000,9735000,8125.7520714,79085766458
2020-01-16,65.62,1158.91,2231.93,1556.6,9735000,9855000,9561000,9785000,4081.4826537,39665434451
2020-01-17,65.58,1160.73,2261.57,1553,9789000,10216000,9719000,9992000,8319.1283605,83412175524
2020-01-18,,,,,9997000,10167000,9900000,10085000,3865.4213006,38838416042
2020-01-19,,,,,10085000,10484000,9734000,9887000,8567.0121869,86262593735
2020-01-20,66.11,1161.46,2261.4,1557.3,9886000,9951000,9775000,9851000,3320.6160952,32790031643
2020-01-21,65.26,1159.61,2259.81,1567,9856000,10014000,9800000,9958000,2842.7551276,28124677204
2020-01-22,64.66,1170.01,2238.53,1558.9,9960000,10091000,9845000,9922000,2972.5845922,29600935085
2020-01-23,63.26,1165.76,2254.54,1558.9,9922000,9930000,9623000,9750000,3630.5273721,35440547073
2020-01-24,62.52,1168.6,,1562.9,9750000,9885000,9631000,9813000,2941.4347229,28685136536
2020-01-25,,,,,9816000,9816000,9669000,9745000,1443.816602,14030173933
2020-01-26,,,,,9745000,9986000,9700000,9966000,2221.7196804,21899391392
2020-01-27,61.98,1170.24,,1580.5,9966000,10277000,9948000,10132000,4801.2613029,48415199218
2020-01-28,60.67,1177.7,2192.22,1580.6,10128000,10601000,10127000,10570000,6620.7741687,68462839033
2020-01-29,61.04,1176.21,2188.18,1566.3,10570000,10780000,10500000,10670000,5305.2988642,56351664845
2020-01-30,58.8,1179.68,2181.54,1582.4,10670000,10882000,10520000,10779000,5029.0702905,53656097226
2020-01-31,58.94,1188.64,2160.6,1578.4,10778000,10841000,10642000,10781000,3618.0600007,38857928207
2020-02-01,,,,,10781000,10918000,10770000,10820000,2886.0973791,31294876435
2020-02-02,,,,,10820000,10887000,10680000,10765000,3318.2617591,35841614441
2020-02-03,55.53,1195.96,2086.61,1597.8,10765000,10975000,10715000,10750000,3683.4018637,39872569783
2020-02-04,54.68,1190.81,2121.22,1581.5,10750000,10790000,10504000,10635000,4273.5073506,45509665494
2020-02-05,55.01,1183.9,2177.26,1556.1,10636000,11116000,10589000,11054000,5644.6843103,61300553914
2020-02-06,55.74,1184.4,2184.77,1560,11068000,11410000,10905000,11264000,5742.2723832,64300123937
2020-02-07,55.13,1186.28,2221.49,1570.7,11269000,11610000,11256000,11490000,4139.8570472,47385485847
2020-02-08,,,,,11490000,11600000,11257000,11568000,4372.5094209,49928407922
2020-02-09,,,,,11568000,11863000,11567000,11821000,4936.9529175,57924089181
2020-02-10,54.21,1192.39,2185.63,1575.8,11821000,11864000,11392000,11520000,5213.4842346,60459892531
2020-02-11,54.2,1188.17,2213.5,1575.5,11520000,11950000,11269000,11819000,6034.7912233,69984450456
2020-02-12,55.59,1182.29,2225.95,1571.2,11820000,11956000,11761000,11793000,6619.1381904,78341582234
2020-02-13,55.9,1179.51,2245.72,1569.8,11793000,12044000,11580000,11793000,9190.6639597,1.09E+11
2020-02-14,56.77,1184.59,2232.71,1579,11793000,11899000,11717000,11845000,4420.8138424,52247414484
2020-02-15,,,,,11857000,11889000,11400000,11503000,4844.0061825,56761104058
2020-02-16,,,,,11513000,11766000,11320000,11659000,5377.2439206,61959756344
2020-02-17,57.28,1183.44,2243.07,1585.1,11659000,11691000,11136000,11438000,5888.9717966,67010421516
2020-02-18,56.72,1185.38,2225.98,1585.1,11438000,11900000,11308000,11838000,5450.8758839,62996029297
2020-02-19,58.39,1191.05,2222.51,1604.8,11837000,11973000,11350000,11415000,5713.5940231,67070310930
2020-02-20,58.98,1193,2223.55,1615,11419000,11580000,11350000,11520000,6303.7104404,72234337183
2020-02-21,58.21,1205.21,2165.65,1623.6,11532000,11620000,11454000,11498000,4249.2986336,49077437553
2020-02-22,,,,,11498000,11529000,11395000,11496000,1836.0870719,21067376075
2020-02-23,,,,,11495000,11831000,11482000,11753000,3288.4597964,38424742192
2020-02-24,56.14,1206.97,2114.04,1656,11753000,11840000,11555000,11633000,3115.028558,36343856050
2020-02-25,55.91,1219.17,2075.55,1661.8,11635000,11639000,11280000,11330000,3895.2575683,44619424372
2020-02-26,54.04,1216.04,2064.07,1637.3,11330000,11408000,10628000,10741000,7477.7126451,82455216389
2020-02-27,51.92,1212.81,2073.87,1643,10742000,10888000,10313000,10699000,6437.7342591,68530906781
2020-02-28,50.19,1212.68,2020.17,1646.1,10696000,10840000,10306000,10575000,5181.6153569,54606619565
2020-02-29,,,,,10575000,10631000,10371000,10374000,2145.3631075,22523893823
2020-03-01,,,,,10380000,10559000,10287000,10374000,3275.7151914,34073229457
2020-03-02,51.68,1200.21,1997.03,1592.8,10358000,10749000,10326000,10675000,3010.5635378,31672027841
2020-03-03,52.66,1189.71,2051.85,1586,10675000,10689000,10405000,10502000,2858.4382079,30119548760
2020-03-04,52.01,1181,2005.81,1640.1,10502000,10588000,10420000,10503000,2250.6875987,23622827783
2020-03-05,51.75,1185.23,2078.11,1638.2,10504000,10869000,10494000,10791000,3582.1363467,38380097237
2020-03-06,48.35,1188.82,2053.09,1673.1,10791000,10890000,10720000,10840000,2353.8608979,25470551278
2020-03-07,,,,,10852000,10980000,10648000,10678000,2335.9836623,25243997328
2020-03-08,,,,,10678000,10699000,9820000,9876000,5043.9808923,51846074010
2020-03-09,34.72,1188.7,1981.02,1692.6,9883000,10064000,9356000,9726000,7692.5758075,74351398658
2020-03-10,35.73,1200.94,1942.85,1679.6,9726000,9849000,9413000,9574000,4439.3323328,42778061109
2020-03-11,35.56,1185.75,1965.67,1649.3,9574000,9637000,9163000,9510000,4110.0171638,38718191634
2020-03-12,33.27,1192.71,1887.97,1633.1,9507000,9537000,5980000,6363000,29866.025098,2.35E+11
2020-03-13,34.14,1211.21,1722.68,1582.7,6362000,7470000,5489000,7267000,50282.263006,3.38E+11
2020-03-14,,,,,7261000,7284000,6600000,6823000,12799.582205,89133217358
2020-03-15,,,,,6823000,7298000,6660000,6909000,10779.970084,74519102976
2020-03-16,30.63,1211.7,1805.43,1563.8,6905000,6914000,6000000,6385000,19383.807849,1.24E+11
2020-03-17,30.36,1232.87,1640.84,1512.8,6385000,6885000,6280000,6774000,14938.329466,99557225304
2020-03-18,27.31,1239.76,1686.12,1527.6,6774000,6895000,6371000,6745000,13630.457445,90178224521
2020-03-19,26.73,1256.5,1626.09,1487.2,6747000,8111000,6613000,7679000,22522.27503,1.63E+11
2020-03-20,28.57,1258.36,1498.49,1471.6,7675000,8645000,7384000,7781000,24142.35879,1.94E+11
2020-03-21,,,,,7788000,8093000,7415000,7740000,11663.739455,90568223997
2020-03-22,,,,,7740000,7970000,7335000,7366000,8795.7750386,67529265091
2020-03-23,24.72,1254.85,1474.45,1505,7379000,8189000,7219000,8047000,16867.529534,1.31E+11
2020-03-24,26.53,1273,1523.69,1563.8,8047000,8412000,7892000,8367000,15158.039589,1.24E+11
2020-03-25,26.94,1234.21,1668.19,1666.2,8362000,8538000,8080000,8271000,12629.118008,1.04E+11
2020-03-26,26.04,1233,1699.11,1642.5,8276000,8344000,8091000,8272000,6160.8132702,50572458752
2020-03-27,24.26,1213.4,1756.07,1653.4,8281000,8365000,7820000,7880000,6749.5530551,55144155849
2020-03-28,,,,,7883000,7885000,7403000,7656000,7702.1023372,58835916140
2020-03-29,,,,,7658000,7679000,7215000,7218000,4443.497879,33144434809
2020-03-30,21.66,1212.73,1670.34,1663.4,7218000,8014000,7199000,7798000,9173.5608514,70373556934
2020-03-31,22.61,1224.71,1739.29,1643.4,7794000,7989000,7735000,7799000,6667.6922597,52283714553
2020-04-01,16.85,1218.8,1737.28,1589.4,7799000,8096000,7529000,8074000,6726.1802305,52150557186
2020-04-02,18.91,1236.7,1693.53,1602.4,8065000,8505000,7989000,8174000,12240.953765,1.00E+11
2020-04-03,23.01,1227.85,1731.17,1635.3,8160000,8434000,8041000,8156000,7822.8770321,64473002956
2020-04-04,,,,,8149000,8333000,8100000,8249000,3955.7333409,32433052095
2020-04-05,,,,,8248000,8280000,8100000,8198000,2884.4093141,23644907829
2020-04-06,23.48,1236.42,1745.25,1647.7,8198000,8800000,8183000,8786000,8571.0711143,72706844880
2020-04-07,22.67,1224.64,1826.72,1707.1,8777000,8957000,8544000,8660000,8498.1327143,74538410402
2020-04-08,21.19,1215.43,1815.75,1678.7,8652000,8913000,8621000,8821000,5003.6811879,43997731887
2020-04-09,21.77,1216.26,1838.09,1680.5,8821000,8853000,8648000,8804000,4206.924188,36987971407
2020-04-10,,1211.11,1835.76,,8803000,8825000,8241000,8414000,6529.5621524,55351728619
2020-04-11,,,,,8413000,8535000,8318000,8463000,2654.4952374,22368574097
2020-04-12,,,,,8463000,8752000,8341000,8470000,4191.06002,35752626298
2020-04-13,21.18,1212.04,1853.3,1742.3,8464000,8472000,8162000,8379000,5377.6360057,44627031066
2020-04-14,19.7,1215.97,1846.41,1761.5,8379000,8456000,8272000,8378000,3625.1608847,30379576002
2020-04-15,17.51,1212.5,,1758.1,8375000,8415000,8089000,8108000,3098.6124904,25649898511
2020-04-16,17.73,1224.72,1839.51,1743.5,8107000,8621000,7929000,8562000,8091.8993801,67629188062
2020-04-17,18.17,1228.98,1893.31,1738.5,8557000,8611000,8480000,8519000,3897.4497379,33310417690
2020-04-18,,,,,8519000,8752000,8510000,8712000,3336.6835288,28862336552
2020-04-19,,,,,8712000,8734000,8546000,8660000,2777.5321534,24012550572
2020-04-20,14.19,1216.26,1908.34,1693,8660000,8720000,8366000,8387000,4451.043868,38092530426
2020-04-21,14.63,1220.62,1886.78,1713.3,8387000,8498000,8300000,8407000,3426.0804754,28791068485
2020-04-22,12.22,1233.53,1855.51,1703.1,8407000,8675000,8384000,8636000,3244.8917228,27659407696
2020-04-23,15.23,1234.05,1907.45,1736.5,8640000,9167000,8567000,9057000,7418.273815,65954842381
2020-04-24,14.31,1233.54,1906.07,1753,9052000,9231000,8985000,9100000,5226.5308807,47706101913
2020-04-25,,,,,9100000,9280000,9060000,9164000,3113.1592654,28532180065
2020-04-26,,,,,9155000,9377000,9149000,9376000,3784.4462921,34981047553
2020-04-27,13.3,1230.5,1897.06,1745,9376000,9495000,9313000,9490000,4609.2907223,43330227690
2020-04-28,12.41,1222.64,1931.25,1724.4,9490000,9497000,9339000,9410000,3693.3169669,34671169783
2020-04-29,14.36,1221.81,1936.89,1724.8,9410000,10681000,9376000,10530000,11013.081648,1.10E+11
2020-04-30,18.05,1211.1,,1729.6,10530000,11435000,10279000,10477000,18049.430505,1.95E+11
2020-05-01,16.52,1213.94,,1693.5,10477000,11049000,10458000,10773000,7311.8450116,78473555697
2020-05-02,,,,,10773000,10938000,10640000,10882000,4199.2988804,45342652581
2020-05-03,,,,,10881000,11125000,10696000,10887000,5450.4959559,59616651320
2020-05-04,18.36,1224.8,1906.42,1711.2,10882000,10955000,10451000,10850000,6138.5040586,65617970194
2020-05-05,21.43,1224.18,,1711,10837000,11020000,10740000,10972000,5217.5406965,56764303650
2020-05-06,22.4,1222.57,1919.45,1714.1,10967000,11445000,10879000,11269000,7257.0324232,80958950442
2020-05-07,22.91,1229.6,1922,1686,11269000,12062000,11128000,11998000,10671.046704,1.24E+11
2020-05-08,22.21,1220.11,1944.94,1727.2,11988000,12163000,11810000,11881000,7019.7893157,84166531533
2020-05-09,,,,,11881000,11950000,11477000,11550000,6605.9530773,77216475461
2020-05-10,,,,,11553000,11600000,10220000,10671000,14835.996418,1.58E+11
2020-05-11,22.71,1219.7,1953.51,1706,10672000,11248000,10121000,10448000,13828.247633,1.47E+11
2020-05-12,22.83,1223.41,1938.62,1700,10441000,10866000,10400000,10677000,5819.8769528,61999569614
2020-05-13,23.25,1226.84,1897.5,1705,10680000,11347000,10660000,11268000,5944.6762323,65233296419
2020-05-14,24.93,1227.51,1922.44,1723.1,11265000,11945000,11215000,11776000,10116.560343,1.17E+11
2020-05-15,26.54,1227.53,1937.63,1738.5,11777000,11839000,11229000,11314000,8174.219288,93931677154
2020-05-16,,,,,11314000,11570000,11175000,11325000,4514.1400613,51370088940
2020-05-17,,,,,11322000,11831000,11275000,11619000,5191.7117733,60280951873
2020-05-18,28.21,1233.09,1934.51,1757.5,11619000,11899000,11380000,11705000,6557.5461396,76636994385
2020-05-19,28.43,1225.27,1977.47,1734.8,11704000,11833000,11430000,11727000,6500.9196183,75842909560
2020-05-20,28.68,1225.18,1972.12,1749.2,11727000,11800000,11350000,11532000,5246.7887284,60920389156
2020-05-21,29.7,1227.4,2003.2,1751.7,11533000,11609000,10798000,11089000,7323.0459488,82011331059
2020-05-22,28.06,1233.27,2001.6,1726,11089000,11242000,10900000,11117000,4239.6557395,46992384425
2020-05-23,,,,,11117000,11299000,11048000,11140000,2106.4639094,23533380574
2020-05-24,,,,,11140000,11249000,10630000,10664000,3564.6332416,39202816223
2020-05-25,,1240.56,1980.51,1734.8,10663000,10886000,10507000,10825000,4299.9822817,45994606185
2020-05-26,29.75,1240.95,2001,1739.8,10821000,10929000,10611000,10729000,3154.5897457,34017141091
2020-05-27,29.03,1230.99,2027.9,1703.1,10724000,11187000,10722000,11163000,4433.7833012,48719227591
2020-05-28,28.45,1238.26,2047.08,1725,11151000,11600000,11104000,11579000,4438.4731411,50285107803
2020-05-29,29.01,1238.03,2018.37,1732.7,11579000,11603000,11276000,11398000,2986.5791758,34168970856
2020-05-30,,,,,11397000,11603000,11303000,11581000,3047.3366699,34962042869
2020-05-31,,,,,11583000,11585000,11363000,11432000,2525.3134614,28986252422
2020-06-01,33.69,1231.47,2037.04,1749.8,11432000,12230000,11402000,12112000,6160.9155759,72340680826
2020-06-02,34.96,1223.05,2061.45,1750.3,12111000,12173000,11301000,11520000,8745.473285,1.03E+11
2020-06-03,35.47,1220.12,2108.55,1733.7,11520000,11661000,11401000,11648000,3039.9860526,35062388672
2020-06-04,34.85,1215.95,2181.64,1702.8,11659000,11865000,11470000,11784000,4182.0229516,48833048011
